"Date","Brand","Tactic","Channel","Cost","Impressions","Clicks","Orders","LFX_Orders","Orders_Return_File","DT_Calls","Consolidated_Orders"
2018-12-09,"Cable One"," ","Paid Social",60.11,5930,12,0,0,0,0,0
2018-12-09,"NewWave"," ","Paid Social",149.15,9761,36,0,0,0,0,0
2018-12-10,"Cable One"," ","Paid Social",38.69,3725,4,0,0,0,0,0
2018-12-10,"NewWave"," ","Paid Social",147.28,11481,32,0,0,0,0,0
2018-12-11,"Cable One"," ","Paid Social",39.28,3580,8,0,0,0,0,0
2018-12-11,"NewWave"," ","Paid Social",146.31,10824,47,0,0,0,0,0
2018-12-12,"Cable One"," ","Paid Social",76.23,7337,12,0,0,0,0,0
2018-12-12,"NewWave"," ","Paid Social",140.33,9890,25,0,0,0,0,0
2018-12-13,"Cable One"," ","Paid Social",57.3,5395,11,1,0,0,0,1
2018-12-13,"NewWave"," ","Paid Social",145.63,10721,29,0,0,0,0,0
2018-12-14,"Cable One"," ","Paid Social",64.69,5382,13,0,0,0,0,0
2018-12-14,"NewWave"," ","Paid Social",143.81,10775,34,0,0,0,0,0
2018-12-15,"Cable One"," ","Paid Social",85.62,7145,15,0,0,0,0,0
2018-12-15,"NewWave"," ","Paid Social",149.49,11028,31,0,0,0,0,0
2018-12-16,"Cable One"," ","Paid Social",63.26,5544,5,4,0,0,0,4
2018-12-16,"NewWave"," ","Paid Social",147.88,11239,29,0,0,0,0,0
2018-12-17,"Cable One"," ","Paid Social",13.99,1202,2,0,0,0,0,0
2018-12-17,"NewWave"," ","Paid Social",150.39,13712,20,0,0,0,0,0
2018-12-18,"Cable One"," ","Paid Social",61.07,4829,4,1,0,0,0,1
2018-12-18,"NewWave"," ","Paid Social",145.98,13576,23,0,0,0,0,0
2018-12-19,"Cable One"," ","Paid Social",144.28,12530,15,1,0,0,0,1
2018-12-19,"NewWave"," ","Paid Social",143.74,13466,27,0,0,0,0,0
2018-12-20,"Cable One"," ","Paid Social",67.76,5564,8,2,0,0,0,2
2018-12-20,"NewWave"," ","Paid Social",139.57,12542,31,0,0,0,0,0
2018-12-21,"Cable One"," ","Paid Social",98.36,7450,10,0,0,0,0,0
2018-12-21,"NewWave"," ","Paid Social",141.54,11746,27,0,0,0,0,0
2018-12-22,"Cable One"," ","Paid Social",62.35,4716,9,0,0,0,0,0
2018-12-22,"NewWave"," ","Paid Social",152.9,12834,33,0,0,0,0,0
2018-12-23,"Cable One"," ","Paid Social",36.78,3181,2,0,0,0,0,0
2018-12-23,"NewWave"," ","Paid Social",146.79,13209,37,0,0,0,0,0
2018-12-24,"Cable One"," ","Paid Social",2.09,187,0,0,0,0,0,0
2018-12-24,"NewWave"," ","Paid Social",144.31,14123,25,0,0,0,0,0
2018-12-25,"NewWave"," ","Paid Social",143.31,17472,26,0,0,0,0,0
2018-12-26,"NewWave"," ","Paid Social",148.42,16206,39,0,0,0,0,0
2018-12-27,"Cable One"," ","Paid Social",100.27,11407,52,12,0,0,0,12
2018-12-27,"NewWave"," ","Paid Social",148.44,14906,21,0,0,0,0,0
2018-12-28,"Cable One"," ","Paid Social",184.33,22294,53,8,0,0,0,8
2018-12-28,"NewWave"," ","Paid Social",145.68,15451,31,0,0,0,0,0
2018-12-29,"Cable One"," ","Paid Social",201.22,24913,30,4,0,0,0,4
2018-12-29,"NewWave"," ","Paid Social",145.05,16793,36,0,0,0,0,0
2018-12-30,"Cable One"," ","Paid Social",191.35,22092,44,2,0,0,0,2
2018-12-30,"NewWave"," ","Paid Social",146.81,16743,35,0,0,0,0,0
2018-12-31,"Cable One"," ","Paid Social",206.58,26396,38,0,0,0,0,0
2018-12-31,"NewWave"," ","Paid Social",143.06,18599,48,0,0,0,0,0
2019-01-01,"Cable One"," ","Paid Social",201.9,31164,40,5,0,0,0,5
2019-01-01,"NewWave"," ","Paid Social",147.76,22325,56,0,0,0,0,0
2019-01-02,"Cable One"," ","Paid Social",144.79,21084,54,10,0,0,0,10
2019-01-02,"NewWave"," ","Paid Social",147.09,21222,34,0,0,0,0,0
2019-01-03,"Cable One"," ","Paid Social",173.96,24795,50,0,0,0,0,0
2019-01-03,"NewWave"," ","Paid Social",620.15,85213,230,0,0,0,0,0
2019-01-04,"Cable One"," ","Paid Social",144.25,19698,37,2,0,0,0,2
2019-01-04,"NewWave"," ","Paid Social",929.72,115906,298,0,0,0,0,0
2019-01-05,"Cable One"," ","Paid Social",155.73,20082,37,3,0,0,0,3
2019-01-05,"NewWave"," ","Paid Social",1011.21,124687,284,0,0,0,0,0
2019-01-06,"Cable One"," ","Paid Social",140.11,18829,37,7,0,0,0,7
2019-01-06,"NewWave"," ","Paid Social",957.92,115870,252,0,0,0,0,0
2019-01-07,"Cable One"," ","Paid Social",144.26,20809,31,4,0,0,0,4
2019-01-07,"NewWave"," ","Paid Social",1006.73,121473,282,0,0,0,0,0
2019-01-08,"Cable One"," ","Paid Social",142.63,23210,27,3,0,0,0,3
2019-01-08,"NewWave"," ","Paid Social",974.42,109683,246,0,0,0,0,0
2019-01-09,"Cable One"," ","Paid Social",146.16,22924,31,1,0,0,0,1
2019-01-09,"NewWave"," ","Paid Social",977.68,102060,226,0,0,0,0,0
2019-01-10,"Cable One"," ","Paid Social",158.17,21910,34,3,0,0,0,3
2019-01-10,"NewWave"," ","Paid Social",1005.47,96290,231,0,0,0,0,0
2019-01-11,"Cable One"," ","Paid Social",149.04,20067,38,2,0,0,0,2
2019-01-11,"NewWave"," ","Paid Social",1004.56,105082,249,0,0,0,0,0
2019-01-12,"Cable One"," ","Paid Social",169.52,24002,44,5,0,0,0,5
2019-01-12,"NewWave"," ","Paid Social",1073.22,103988,267,0,0,0,0,0
2019-01-13,"Cable One"," ","Paid Social",145.8,21266,25,4,0,0,0,4
2019-01-13,"NewWave"," ","Paid Social",956.25,93519,218,0,0,0,0,0
2019-01-14,"Cable One"," ","Paid Social",137.18,19589,25,0,0,0,0,0
2019-01-14,"NewWave"," ","Paid Social",987.46,101643,216,0,0,0,0,0
2019-01-15,"Cable One"," ","Paid Social",155.29,18517,27,5,0,0,0,5
2019-01-15,"NewWave"," ","Paid Social",530.71,54780,121,0,0,0,0,0
2019-01-16,"Cable One"," ","Paid Social",154.26,21357,20,3,0,0,0,3
2019-01-16,"NewWave"," ","Paid Social",295.59,33468,60,0,0,0,0,0
2019-01-17,"Cable One"," ","Paid Social",152.94,18932,28,3,0,0,0,3
2019-01-17,"NewWave"," ","Paid Social",242.46,25167,71,0,0,0,0,0
2019-01-18,"Cable One"," ","Paid Social",152.95,21957,17,4,0,0,0,4
2019-01-18,"NewWave"," ","Paid Social",191.66,21224,40,0,0,0,0,0
2019-01-19,"Cable One"," ","Paid Social",151.58,23125,21,1,0,0,0,1
2019-01-19,"NewWave"," ","Paid Social",190,21791,52,0,0,0,0,0
2019-01-20,"Cable One"," ","Paid Social",145.1,19582,15,3,0,0,0,3
2019-01-20,"NewWave"," ","Paid Social",194.4,19051,49,0,0,0,0,0
2019-01-21,"Cable One"," ","Paid Social",157.82,23793,33,0,0,0,0,0
2019-01-21,"NewWave"," ","Paid Social",202.9,25556,67,0,0,0,0,0
2019-01-22,"Cable One"," ","Paid Social",147.73,22229,26,5,0,0,0,5
2019-01-22,"NewWave"," ","Paid Social",195.05,24654,45,0,0,0,0,0
2019-01-23,"Cable One"," ","Paid Social",165.15,24257,30,9,0,0,0,9
2019-01-23,"NewWave"," ","Paid Social",192.31,23460,54,0,0,0,0,0
2019-01-24,"Cable One"," ","Paid Social",135.7,13490,38,0,0,0,0,0
2019-01-24,"NewWave"," ","Paid Social",208.05,23874,158,0,0,0,0,0
2019-01-25,"Cable One"," ","Paid Social",126.66,14010,31,0,0,0,0,0
2019-01-25,"NewWave"," ","Paid Social",206.42,22906,143,0,0,0,0,0
2019-01-26,"Cable One"," ","Paid Social",127.28,15446,27,0,0,0,0,0
2019-01-26,"NewWave"," ","Paid Social",200.87,23666,101,0,0,0,0,0
2019-01-27,"Cable One"," ","Paid Social",120.34,13078,24,0,0,0,0,0
2019-01-27,"NewWave"," ","Paid Social",202.91,21889,104,0,0,0,0,0
2019-01-28,"Cable One"," ","Paid Social",130.49,15581,32,2,0,0,0,2
2019-01-28,"NewWave"," ","Paid Social",196.97,26732,105,0,0,0,0,0
2019-01-29,"Cable One"," ","Paid Social",128.06,14856,33,0,0,0,0,0
2019-01-29,"NewWave"," ","Paid Social",200.81,21835,88,0,0,0,0,0
2019-01-30,"Cable One"," ","Paid Social",160.53,17113,22,5,0,0,0,5
2019-01-30,"NewWave"," ","Paid Social",293.2,31923,133,0,0,0,0,0
2019-01-31,"Cable One"," ","Paid Social",200.81,16919,25,0,0,0,0,0
2019-01-31,"NewWave"," ","Paid Social",341.57,33937,148,0,0,0,0,0
2019-02-01,"Cable One"," ","Paid Social",234.25,23033,38,0,0,0,0,0
2019-02-01,"NewWave"," ","Paid Social",328.02,32681,130,0,0,0,0,0
2019-02-02,"Cable One"," ","Paid Social",216.9,21397,34,1,0,0,0,1
2019-02-02,"NewWave"," ","Paid Social",346.79,34539,125,0,0,0,0,0
2019-02-03,"Cable One"," ","Paid Social",252.04,25338,53,0,0,0,0,0
2019-02-03,"NewWave"," ","Paid Social",351.1,32567,129,0,0,0,0,0
2019-02-04,"Cable One"," ","Paid Social",299.5,33004,57,2,0,0,0,2
2019-02-04,"NewWave"," ","Paid Social",690.49,70637,247,0,0,0,0,0
2019-02-05,"Cable One"," ","Paid Social",278.86,27765,41,0,0,0,0,0
2019-02-05,"NewWave"," ","Paid Social",899.27,87297,298,0,0,0,0,0
2019-02-06,"Cable One"," ","Paid Social",247.18,24878,41,0,0,0,0,0
2019-02-06,"NewWave"," ","Paid Social",889.48,78583,296,0,0,0,0,0
2019-02-07,"Cable One"," ","Paid Social",262.02,29162,48,0,0,0,0,0
2019-02-07,"NewWave"," ","Paid Social",835.91,78494,270,0,0,0,0,0
2019-02-08,"Cable One"," ","Paid Social",270.24,26859,56,2,0,0,0,2
2019-02-08,"NewWave"," ","Paid Social",920.4,84651,263,0,0,0,0,0
2019-02-09,"Cable One"," ","Paid Social",273.31,29418,44,0,0,0,0,0
2019-02-09,"NewWave"," ","Paid Social",1009.63,84356,323,0,0,0,0,0
2019-02-10,"Cable One"," ","Paid Social",262.51,29786,64,1,0,0,0,1
2019-02-10,"NewWave"," ","Paid Social",1010.42,82239,310,0,0,0,0,0
2019-02-11,"Cable One"," ","Paid Social",289.28,30425,47,1,0,0,0,1
2019-02-11,"NewWave"," ","Paid Social",2088.27,177183,645,0,0,0,0,0
2019-02-12,"Cable One"," ","Paid Social",1379.34,127895,345,6,0,0,0,6
2019-02-12,"NewWave"," ","Paid Social",2184.43,170658,633,0,0,0,0,0
2019-02-13,"Cable One"," ","Paid Social",2029.8,190278,367,9,0,0,0,9
2019-02-13,"NewWave"," ","Paid Social",2159.14,176082,594,0,0,0,0,0
2019-02-14,"Cable One"," ","Paid Social",1893.77,209344,357,15,0,0,0,15
2019-02-14,"NewWave"," ","Paid Social",2093.84,158712,519,0.75,0,0,0,0.75
2019-02-15,"Cable One"," ","Paid Social",1849.58,176568,309,15,0,0,0,15
2019-02-15,"NewWave"," ","Paid Social",2079.23,155652,477,0,0,0,0,0
2019-02-16,"Cable One"," ","Paid Social",1812.03,129859,267,8,0,0,0,8
2019-02-16,"NewWave"," ","Paid Social",2276.12,194974,555,0,0,0,0,0
2019-02-17,"Cable One"," ","Paid Social",1623.29,140144,275,7,0,0,0,7
2019-02-17,"NewWave"," ","Paid Social",1992.87,193704,591,0,0,0,0,0
2019-02-18,"Cable One"," ","Paid Social",1568.7,169893,297,7,0,0,0,7
2019-02-18,"NewWave"," ","Paid Social",1832.49,210424,535,0.25,0,0,0,0.25
2019-02-19,"Cable One"," ","Paid Social",1606.29,163122,290,18,0,0,0,18
2019-02-19,"NewWave"," ","Paid Social",2013.43,230434,542,0,0,0,0,0
2019-02-20,"Cable One"," ","Paid Social",1618.61,180520,275,13,0,0,0,13
2019-02-20,"NewWave"," ","Paid Social",1906.58,210784,496,0,0,0,0,0
2019-02-21,"Cable One"," ","Paid Social",1892.87,195817,329,8,0,0,0,8
2019-02-21,"NewWave"," ","Paid Social",2030.81,222410,608,0.25,0,0,0,0.25
2019-02-22,"Cable One"," ","Paid Social",2135.88,199481,341,21,0,0,0,21
2019-02-22,"NewWave"," ","Paid Social",2067.51,227426,610,0,0,0,0,0
2019-02-23,"Cable One"," ","Paid Social",2162.42,191442,332,10,0,0,0,10
2019-02-23,"NewWave"," ","Paid Social",2156.67,236468,564,0,0,0,0,0
2019-02-24,"Cable One"," ","Paid Social",1877.74,166580,309,17,0,0,0,17
2019-02-24,"NewWave"," ","Paid Social",2011.43,215599,542,0,0,0,0,0
2019-02-25,"Cable One"," ","Paid Social",2023.02,190488,356,18,0,0,0,18
2019-02-25,"NewWave"," ","Paid Social",2023,223764,539,0.5,0,0,0,0.5
2019-02-26,"Cable One"," ","Paid Social",1993.8,178798,333,22,0,0,0,22
2019-02-26,"NewWave"," ","Paid Social",1953.96,203170,495,0,0,0,0,0
2019-02-27,"Cable One"," ","Paid Social",2025.34,172912,355,13,0,0,0,13
2019-02-27,"NewWave"," ","Paid Social",2012.01,224728,505,0.25,0,0,0,0.25
2019-02-28,"Cable One"," ","Paid Social",1992.52,175562,370,18,0,0,0,18
2019-02-28,"NewWave"," ","Paid Social",1896.17,217628,531,0.5,0,0,0,0.5
2019-03-01,"Cable One"," ","Paid Social",2010.29,164545,325,15,0,0,0,15
2019-03-01,"NewWave"," ","Paid Social",1957.12,227483,625,0,0,0,0,0
2019-03-02,"Cable One"," ","Paid Social",56.61,4777,13,0,0,0,0,0
2019-03-02,"NewWave"," ","Paid Social",2147.14,249918,716,0,0,0,0,0
2019-03-03,"NewWave"," ","Paid Social",1897.72,235800,609,0,0,0,0,0
2019-03-04,"Cable One"," ","Paid Social",3061.89,289586,582,23,0,0,0,23
2019-03-04,"NewWave"," ","Paid Social",2039.96,252159,531,2,0,0,0,2
2019-03-05,"Cable One"," ","Paid Social",2548.86,229567,462,14,0,0,0,14
2019-03-05,"NewWave"," ","Paid Social",1821.7,207130,562,0,0,0,0,0
2019-03-06,"Cable One"," ","Paid Social",2502.51,228257,474,16,0,0,0,16
2019-03-06,"NewWave"," ","Paid Social",1398.26,146832,448,1,0,0,0,1
2019-03-07,"Cable One"," ","Paid Social",3103.97,259901,611,21,0,0,0,21
2019-03-07,"NewWave"," ","Paid Social",1216.56,129583,282,0,0,0,0,0
2019-03-08,"Cable One"," ","Paid Social",3135.31,286959,504,20,0,0,0,20
2019-03-08,"NewWave"," ","Paid Social",1234.38,137321,327,0,0,0,0,0
2019-03-09,"Cable One"," ","Paid Social",3124.1,311469,615,7,0,0,0,7
2019-03-09,"NewWave"," ","Paid Social",1693.59,206011,447,0,0,0,0,0
2019-03-10,"Cable One"," ","Paid Social",2541.15,259361,474,6,0,0,0,6
2019-03-10,"NewWave"," ","Paid Social",1226.36,152964,326,0,0,0,0,0
2019-03-11,"Cable One"," ","Paid Social",386.55,41015,82,1,0,0,0,1
2019-03-11,"NewWave"," ","Paid Social",1295.95,166404,317,8,0,0,0,8
2019-03-12,"Cable One"," ","Paid Social",0,0,0,0,0,0,0,0
2019-03-12,"NewWave"," ","Paid Social",1046.06,144107,278,1,0,0,0,1
2019-03-13,"Cable One"," ","Paid Social",0,0,0,0,0,0,0,0
2019-03-13,"NewWave"," ","Paid Social",952.16,121820,228,1,0,0,0,1
2019-03-14,"Cable One"," ","Paid Social",0,0,0,0,0,0,0,0
2019-03-14,"NewWave"," ","Paid Social",1003.47,150732,268,4,0,0,0,4
2019-03-15,"Cable One"," ","Paid Social",188.33,16113,69,1,0,0,0,1
2019-03-15,"NewWave"," ","Paid Social",1275.78,178969,292,7,0,0,0,7
2019-03-16,"Cable One"," ","Paid Social",3075.72,170549,603,4,0,0,0,4
2019-03-16,"NewWave"," ","Paid Social",1052.38,156311,283,2,0,0,0,2
2019-03-17,"Cable One"," ","Paid Social",2904.1,167814,501,7,0,0,0,7
2019-03-17,"NewWave"," ","Paid Social",958.93,149236,259,2,0,0,0,2
2019-03-18,"Cable One"," ","Paid Social",1848.42,107892,274,1,0,0,0,1
2019-03-18,"NewWave"," ","Paid Social",2025.86,253463,462,3,0,0,0,3
2019-03-19,"Cable One"," ","Paid Social",168.79,8693,46,1,0,0,0,1
2019-03-19,"NewWave"," ","Paid Social",1463.74,187472,416,6,0,0,0,6
2019-03-20,"Cable One"," ","Paid Social",139.88,8358,32,4,0,0,0,4
2019-03-20,"NewWave"," ","Paid Social",721.42,106307,169,5,0,0,0,5
2019-03-21,"Cable One"," ","Paid Social",155.76,9404,35,2,0,0,0,2
2019-03-21,"NewWave"," ","Paid Social",990.1,144605,271,4,0,0,0,4
2019-03-22,"Cable One"," ","Paid Social",94.45,5303,22,0,0,0,0,0
2019-03-22,"NewWave"," ","Paid Social",712.49,91828,194,3,0,0,0,3
2019-03-23,"Cable One"," ","Paid Social",81.05,4128,21,0,0,0,0,0
2019-03-23,"NewWave"," ","Paid Social",664.02,85994,187,2,0,0,0,2
2019-03-24,"Cable One"," ","Paid Social",160.85,7686,26,0,0,0,0,0
2019-03-24,"NewWave"," ","Paid Social",859.28,119523,275,2,0,0,0,2
2019-03-25,"Cable One"," ","Paid Social",3039.11,231536,529,5,0,0,0,5
2019-03-25,"NewWave"," ","Paid Social",1532.26,191056,370,5,0,0,0,5
2019-03-26,"Cable One"," ","Paid Social",3233.07,252799,552,4,0,0,0,4
2019-03-26,"NewWave"," ","Paid Social",1849.01,203376,358,3,0,0,0,3
2019-03-27,"Cable One"," ","Paid Social",2734.61,219595,392,3,0,0,0,3
2019-03-27,"NewWave"," ","Paid Social",1637.33,179094,252,1,0,0,0,1
2019-03-28,"Cable One"," ","Paid Social",2672.17,228479,416,10,0,0,0,10
2019-03-28,"NewWave"," ","Paid Social",847.02,99186,159,0,0,0,0,0
2019-03-29,"Cable One"," ","Paid Social",2660.83,232557,434,5,0,0,0,5
2019-03-29,"NewWave"," ","Paid Social",1170.15,137643,237,3,0,0,0,3
2019-03-30,"Cable One"," ","Paid Social",1813.89,146460,322,4,0,0,0,4
2019-03-30,"NewWave"," ","Paid Social",1213.31,148988,284,3,0,0,0,3
2019-03-31,"Cable One"," ","Paid Social",450.22,36614,87,1,0,0,0,1
2019-03-31,"NewWave"," ","Paid Social",250.82,32308,60,0,0,0,0,0
2019-04-01,"Cable One"," ","Paid Social",218.04,28074,84,9,0,0,0,9
2019-04-01,"NewWave"," ","Paid Social",1.78,288,0,0,0,0,0,0
2019-04-02,"Cable One"," ","Paid Social",1030.91,116357,240,2,0,0,0,2
2019-04-02,"NewWave"," ","Paid Social",1077.39,158109,309,4,0,0,0,4
2019-04-03,"Cable One"," ","Paid Social",1320.32,142863,286,7,0,0,0,7
2019-04-03,"NewWave"," ","Paid Social",969.99,157889,263,3,0,0,0,3
2019-04-04,"Cable One"," ","Paid Social",3421.03,283542,662,10,0,0,0,10
2019-04-04,"NewWave"," ","Paid Social",1467.55,249138,454,1,0,0,0,1
2019-04-05,"Cable One"," ","Paid Social",3615.69,289244,646,7,0,0,0,7
2019-04-05,"NewWave"," ","Paid Social",1154.55,184947,339,4,0,0,0,4
2019-04-06,"Cable One"," ","Paid Social",3619.61,284055,556,6,0,0,0,6
2019-04-06,"NewWave"," ","Paid Social",709.96,121305,238,3,0,0,0,3
2019-04-07,"Cable One"," ","Paid Social",3224.27,254530,544,5,0,0,0,5
2019-04-07,"NewWave"," ","Paid Social",707.87,128375,249,0,0,0,0,0
2019-04-08,"Cable One"," ","Paid Social",3731.67,324116,821,15,0,0,0,15
2019-04-08,"NewWave"," ","Paid Social",763.6,125726,245,4,0,0,0,4
2019-04-09,"Cable One"," ","Paid Social",5657.3,424846,935,27,0,0,0,27
2019-04-09,"NewWave"," ","Paid Social",983.499999999999,111737,263,3,0,0,0,3
2019-04-10,"Cable One"," ","Paid Social",6575.29,469686,1054,25,0,0,0,25
2019-04-10,"NewWave"," ","Paid Social",2158.84,203471,540,6,0,0,0,6
2019-04-11,"Cable One"," ","Paid Social",5113.8,361303,804,14,0,0,0,14
2019-04-11,"NewWave"," ","Paid Social",2319.1,238584,564,8,0,0,0,8
2019-04-12,"Cable One"," ","Paid Social",2143.53,165779,400,5,0,0,0,5
2019-04-12,"NewWave"," ","Paid Social",2313.2,208224,452,6,0,0,0,6
2019-04-13,"Cable One"," ","Paid Social",2249.61,168138,360,7,0,0,0,7
2019-04-13,"NewWave"," ","Paid Social",2328.02,231234,489,6,0,0,0,6
2019-04-14,"Cable One"," ","Paid Social",2425.3,198398,447,6,0,0,0,6
2019-04-14,"NewWave"," ","Paid Social",1983.26,202843,467,0,0,0,0,0
2019-04-15,"Cable One"," ","Paid Social",2474.54,204728,370,20,0,0,0,20
2019-04-15,"NewWave"," ","Paid Social",1820.31,193916,417,6,0,0,0,6
2019-04-16,"Cable One"," ","Paid Social",2311.29,179986,380,19,0,0,0,19
2019-04-16,"NewWave"," ","Paid Social",1979.81,186980,363,5,0,0,0,5
2019-04-17,"Cable One"," ","Paid Social",2301.49,173813,384,24,0,0,0,24
2019-04-17,"NewWave"," ","Paid Social",1978.41,173315,365,2,0,0,0,2
2019-04-18,"Cable One"," ","Paid Social",2302.74,169085,340,17,0,0,0,17
2019-04-18,"NewWave"," ","Paid Social",1963.47,182357,427,4,0,0,0,4
2019-04-19,"Cable One"," ","Paid Social",2293.76,160760,358,10,0,0,0,10
2019-04-19,"NewWave"," ","Paid Social",1938.09,162611,364,4,0,0,0,4
2019-04-20,"Cable One"," ","Paid Social",2413.19,183649,387,5,0,0,0,5
2019-04-20,"NewWave"," ","Paid Social",1817.54,182110,423,1,0,0,0,1
2019-04-21,"Cable One"," ","Paid Social",2267.81,210486,467,16,0,0,0,16
2019-04-21,"NewWave"," ","Paid Social",1393.37,190594,376,3,0,0,0,3
2019-04-22,"Cable One"," ","Paid Social",2637.6,242228,469,23,0,0,0,23
2019-04-22,"NewWave"," ","Paid Social",2122.53,264791,397,8,0,0,0,8
2019-04-23,"Cable One"," ","Paid Social",2394.19,193321,389,7,0,0,0,7
2019-04-23,"NewWave"," ","Paid Social",2119.09,222491,366,5,0,0,0,5
2019-04-24,"Cable One"," ","Paid Social",2399.9,185078,373,14,0,0,0,14
2019-04-24,"NewWave"," ","Paid Social",1970.62,211938,410,1,0,0,0,1
2019-04-25,"Cable One"," ","Paid Social",1994.88,142276,272,21,0,0,0,21
2019-04-25,"NewWave"," ","Paid Social",1169.01,130381,255,2,0,0,0,2
2019-04-26,"Cable One"," ","Paid Social",1362.79,84644,208,11,0,0,0,11
2019-04-26,"NewWave"," ","Paid Social",663.15,76983,141,4,0,0,0,4
2019-04-27,"Cable One"," ","Paid Social",1045.15,64821,169,8,0,0,0,8
2019-04-27,"NewWave"," ","Paid Social",467.41,53324,81,3,0,0,0,3
2019-04-28,"Cable One"," ","Paid Social",1153.11,80854,185,9,0,0,0,9
2019-04-28,"NewWave"," ","Paid Social",504.979999999999,58333,78,0,0,0,0,0
2019-04-29,"Cable One"," ","Paid Social",1173.58,81599,174,17,0,0,0,17
2019-04-29,"NewWave"," ","Paid Social",483.48,56955,114,2,0,0,0,2
2019-04-30,"Cable One"," ","Paid Social",209.55,13287,34,2,0,0,0,2
2019-04-30,"NewWave"," ","Paid Social",70.51,7442,14,0,0,0,0,0
2019-05-01,"Cable One"," ","Paid Social",1227.2,82815,218,10,0,0,0,10
2019-05-01,"NewWave"," ","Paid Social",569.11,72034,150,4,0,0,0,4
2019-05-02,"Cable One"," ","Paid Social",1358.73,88683,205,11,0,0,0,11
2019-05-02,"NewWave"," ","Paid Social",564.619999999999,59972,136,2,0,0,0,2
2019-05-03,"Cable One"," ","Paid Social",1315.66,89081,221,8,0,0,0,8
2019-05-03,"NewWave"," ","Paid Social",560.88,60649,136,3,0,0,0,3
2019-05-04,"Cable One"," ","Paid Social",1168.14,75858,187,12,0,0,0,12
2019-05-04,"NewWave"," ","Paid Social",567.09,63096,132,2,0,0,0,2
2019-05-05,"Cable One"," ","Paid Social",1089.37,77129,177,10,0,0,0,10
2019-05-05,"NewWave"," ","Paid Social",465.65,55626,143,0,0,0,0,0
2019-05-06,"Cable One"," ","Paid Social",1186.87,87055,207,19,0,0,0,19
2019-05-06,"NewWave"," ","Paid Social",509.749999999999,59198,129,2,0,0,0,2
2019-05-07,"Cable One"," ","Paid Social",1472.65,104146,230,12,0,0,0,12
2019-05-07,"NewWave"," ","Paid Social",876.839999999999,94304,189,7,0,0,0,7
2019-05-08,"Cable One"," ","Paid Social",1762.64,128210,303,12,0,0,0,12
2019-05-08,"NewWave"," ","Paid Social",1135.14,114547,236,2,0,0,0,2
2019-05-09,"Cable One"," ","Paid Social",1991.49,144791,349,15,0,0,0,15
2019-05-09,"NewWave"," ","Paid Social",1157.51,112566,227,2,0,0,0,2
2019-05-10,"Cable One"," ","Paid Social",2014.7,143627,355,8,0,0,0,8
2019-05-10,"NewWave"," ","Paid Social",1251.87,128197,223,5,0,0,0,5
2019-05-11,"Cable One"," ","Paid Social",2082.36,160169,412,12,0,0,0,12
2019-05-11,"NewWave"," ","Paid Social",1395.04,164792,314,5,0,0,0,5
2019-05-12,"Cable One"," ","Paid Social",1997.05,156094,355,8,0,0,0,8
2019-05-12,"NewWave"," ","Paid Social",1063.65,136232,248,3,0,0,0,3
2019-05-13,"Cable One"," ","Paid Social",2739.32,221469,558,21,0,0,0,21
2019-05-13,"NewWave"," ","Paid Social",1708.21,214152,342,5,0,0,0,5
2019-05-14,"Cable One"," ","Paid Social",2770.39,213685,517,17,0,0,0,17
2019-05-14,"NewWave"," ","Paid Social",1728.23,209986,335,9,0,0,0,9
2019-05-15,"Cable One"," ","Paid Social",2329.43,157194,382,13,0,0,0,13
2019-05-15,"NewWave"," ","Paid Social",1715.41,192747,316,14,0,0,0,14
2019-05-16,"Cable One"," ","Paid Social",2071.18,132013,259,8,0,0,0,8
2019-05-16,"NewWave"," ","Paid Social",1706.53,185525,298,6,0,0,0,6
2019-05-17,"Cable One"," ","Paid Social",2348.96,149335,310,6,0,0,0,6
2019-05-17,"NewWave"," ","Paid Social",1627.16,172292,248,3,0,0,0,3
2019-05-18,"Cable One"," ","Paid Social",2572.02,180208,456,12,0,0,0,12
2019-05-18,"NewWave"," ","Paid Social",1797.01,201053,355,3,0,0,0,3
2019-05-19,"Cable One"," ","Paid Social",2540.26,176824,389,12,0,0,0,12
2019-05-19,"NewWave"," ","Paid Social",1653.17,187998,354,3,0,0,0,3
2019-05-20,"Cable One"," ","Paid Social",2113.24,149310,351,17,0,0,0,17
2019-05-20,"NewWave"," ","Paid Social",1025.03,122657,196,5,0,0,0,5
2019-05-21,"Cable One"," ","Paid Social",1487.36,124184,270,14,0,0,0,14
2019-05-21,"NewWave"," ","Paid Social",535.389999999999,57555,106,3,0,0,0,3
2019-05-22,"Cable One"," ","Paid Social",1445.28,99729,231,11,0,0,0,11
2019-05-22,"NewWave"," ","Paid Social",533.77,50361,120,2,0,0,0,2
2019-05-23,"Cable One"," ","Paid Social",1427.2,116733,278,11,0,0,0,11
2019-05-23,"NewWave"," ","Paid Social",499.58,53419,130,2,0,0,0,2
2019-05-24,"Cable One"," ","Paid Social",1056.12,83025,192,5,0,0,0,5
2019-05-24,"NewWave"," ","Paid Social",263.82,29970,65,2,0,0,0,2
2019-05-25,"Cable One"," ","Paid Social",847.62,69536,183,12,0,0,0,12
2019-05-25,"NewWave"," ","Paid Social",206.14,23112,45,0,0,0,0,0
2019-05-26,"Cable One"," ","Paid Social",866.53,73786,166,4,0,0,0,4
2019-05-26,"NewWave"," ","Paid Social",199.1,22719,43,0,0,0,0,0
